상품번호,코디 페이지 링크,코디 사진 링크,업로드 날짜,코디 이름,조회수,댓글수,성별
19825,https://www.musinsa.com/app/styles/views/19825,//image.musinsa.com/images/style/list/2021021510074400000002384.jpg,21.02.15,미디스커트 코디,1049,1,woman
19822,https://www.musinsa.com/app/styles/views/19822,//image.musinsa.com/images/style/list/2021021012071200000028673.jpg,21.02.10,돋보이는 분위기,1761,1,woman
19820,https://www.musinsa.com/app/styles/views/19820,//image.musinsa.com/images/style/list/2021021012041500000044761.jpg,21.02.10,독보적인 존재감,3230,1,woman
19816,https://www.musinsa.com/app/styles/views/19816,//image.musinsa.com/images/style/list/2021021011581900000006071.jpg,21.02.10,차분하게 완성,897,1,woman
19711,https://www.musinsa.com/app/styles/views/19711,//image.musinsa.com/images/style/list/2021020412014000000094309.jpg,21.02.04,분위기에 끌려,662,1,woman
19706,https://www.musinsa.com/app/styles/views/19706,//image.musinsa.com/images/style/list/2021020411504300000056013.jpg,21.02.04,우아한 멋,1201,1,woman
19693,https://www.musinsa.com/app/styles/views/19693,//image.musinsa.com/images/style/list/2021020310350900000090156.jpg,21.02.03,볼수록 예뻐,1354,1,woman
19598,https://www.musinsa.com/app/styles/views/19598,//image.musinsa.com/images/style/list/2021012711162300000010141.jpg,21.01.27,간결한 실루엣,1338,1,woman
19425,https://www.musinsa.com/app/styles/views/19425,//image.musinsa.com/images/style/list/2021011310311700000095807.jpg,21.01.13,로맨틱한 하루,905,1,woman
19392,https://www.musinsa.com/app/styles/views/19392,//image.musinsa.com/images/style/list/2021011110573100000041588.jpg,21.01.11,겨울에도 우아하게,2248,1,woman
19389,https://www.musinsa.com/app/styles/views/19389,//image.musinsa.com/images/style/list/2021011110510700000064562.jpg,21.01.11,단정하게 시크하게,1410,1,woman
19361,https://www.musinsa.com/app/styles/views/19361,//image.musinsa.com/images/style/list/2021010811045200000011346.jpg,21.01.08,시선을 끄는,1677,1,woman
19341,https://www.musinsa.com/app/styles/views/19341,//image.musinsa.com/images/style/list/2021010614241300000064784.jpg,21.01.06,특별한 날,1402,1,woman
19249,https://www.musinsa.com/app/styles/views/19249,//image.musinsa.com/images/style/list/2020123011230900000011657.jpg,20.12.30,로맨틱 겨울,1165,1,woman
19248,https://www.musinsa.com/app/styles/views/19248,//image.musinsa.com/images/style/list/2020123011210500000006703.jpg,20.12.30,부츠 포인트!,1507,1,woman
