상품번호,코디 페이지 링크,코디 사진 링크,업로드 날짜,코디 이름,조회수,댓글수,성별
37583,https://www.musinsa.com/app/styles/views/37583,//image.musinsa.com/images/style/list/2023112718125300000010477.jpg,23.11.29,특별한 날엔,1314,0,woman
37578,https://www.musinsa.com/app/styles/views/37578,//image.musinsa.com/images/style/list/2023112717575900000097017.jpg,23.11.29,해피 홀리데이,2100,0,woman
37570,https://www.musinsa.com/app/styles/views/37570,//image.musinsa.com/images/style/list/2023112716013000000053631.jpg,23.11.28,편하고 멋스럽게,943,0,woman
37564,https://www.musinsa.com/app/styles/views/37564,//image.musinsa.com/images/style/list/2023112715590800000099019.jpg,23.11.28,핑크 홀릭,1063,0,woman
37473,https://www.musinsa.com/app/styles/views/37473,//image.musinsa.com/images/style/list/2023112312341400000033304.jpg,23.11.24,확실한 포인트,928,0,woman
37472,https://www.musinsa.com/app/styles/views/37472,//image.musinsa.com/images/style/list/2023112312334500000014923.jpg,23.11.24,크롭의 매력,1561,0,woman
37467,https://www.musinsa.com/app/styles/views/37467,//image.musinsa.com/images/style/list/2023112312310500000035799.jpg,23.11.24,뉴트럴 톤,920,0,woman
37388,https://www.musinsa.com/app/styles/views/37388,//image.musinsa.com/images/style/list/2023111622474100000068135.jpg,23.11.17,로맨틱 무드,1225,0,woman
37385,https://www.musinsa.com/app/styles/views/37385,//image.musinsa.com/images/style/list/2023111622361100000072574.jpg,23.11.17,워너비 코디,2305,0,woman
37374,https://www.musinsa.com/app/styles/views/37374,//image.musinsa.com/images/style/list/2023111621420900000053874.jpg,23.11.17,주말 데이트 룩,1822,0,woman
37373,https://www.musinsa.com/app/styles/views/37373,//image.musinsa.com/images/style/list/2023111621355700000029739.jpg,23.11.17,시선을 끄는,820,0,woman
37276,https://www.musinsa.com/app/styles/views/37276,//image.musinsa.com/images/style/list/2023111418032500000083921.jpg,23.11.15,나들이 룩,1129,0,woman
37269,https://www.musinsa.com/app/styles/views/37269,//image.musinsa.com/images/style/list/2023111417115200000019184.jpg,23.11.15,톤온톤 매치,1574,0,woman
37267,https://www.musinsa.com/app/styles/views/37267,//image.musinsa.com/images/style/list/2023111416591900000045470.jpg,23.11.15,주말 데이트,1978,0,woman
37220,https://www.musinsa.com/app/styles/views/37220,//image.musinsa.com/images/style/list/2023111001020700000034122.jpg,23.11.10,설레는 하루,2251,0,woman
