상품번호,코디 페이지 링크,코디 사진 링크,업로드 날짜,코디 이름,조회수,댓글수,성별
34000,https://www.musinsa.com/app/styles/views/34000,//image.musinsa.com/images/style/list/2023062319083600000036785.jpg,23.06.26,[윤애리 스타일리스트] 매력적 실루엣,1700,2,woman
29463,https://www.musinsa.com/app/styles/views/29463,//image.musinsa.com/images/style/list/2022101213323400000057604.jpg,22.10.12,가을 내음,1513,2,woman
29022,https://www.musinsa.com/app/styles/views/29022,//image.musinsa.com/images/style/list/2022091510482500000044232.jpg,22.09.15,클래식하게,2633,2,woman
29021,https://www.musinsa.com/app/styles/views/29021,//image.musinsa.com/images/style/list/2022091510452500000016678.jpg,22.09.15,분위기 여신,2036,2,woman
28793,https://www.musinsa.com/app/styles/views/28793,//image.musinsa.com/images/style/list/2022090611165000000008866.jpg,22.09.06,남다른 한복 코디,1862,2,woman
28231,https://www.musinsa.com/app/styles/views/28231,//image.musinsa.com/images/style/list/2022080409313900000093325.jpg,22.08.04,우아한 실루엣,3030,2,woman
27840,https://www.musinsa.com/app/styles/views/27840,//image.musinsa.com/images/style/list/2022071411432600000002310.jpg,22.07.14,피크닉 가는 날,2653,2,woman
27599,https://www.musinsa.com/app/styles/views/27599,//image.musinsa.com/images/style/list/2022070408551600000039976.jpg,22.07.04,휴양지 룩으로 딱!,3511,2,woman
27326,https://www.musinsa.com/app/styles/views/27326,//image.musinsa.com/images/style/list/2022061615115700000027783.jpg,22.06.16,취향 저격!,3263,2,woman
25625,https://www.musinsa.com/app/styles/views/25625,//image.musinsa.com/images/style/list/2022030817541100000052592.jpg,22.03.10,대세 컬러 조합!,2623,2,woman
25619,https://www.musinsa.com/app/styles/views/25619,//image.musinsa.com/images/style/list/2022030817343700000037413.jpg,22.03.10,봄 내음 물씬!,5063,2,woman
25595,https://www.musinsa.com/app/styles/views/25595,//image.musinsa.com/images/style/list/2022030722233000000035877.jpg,22.03.07,봄 아우터 추천,4374,2,woman
25594,https://www.musinsa.com/app/styles/views/25594,//image.musinsa.com/images/style/list/2022030722214500000073136.jpg,22.03.07,화사한 분위기,2222,2,woman
25587,https://www.musinsa.com/app/styles/views/25587,//image.musinsa.com/images/style/list/2022030722061300000083153.jpg,22.03.07,트위드 셋업 룩,1904,2,woman
25585,https://www.musinsa.com/app/styles/views/25585,//image.musinsa.com/images/style/list/2022030722011500000006063.jpg,22.03.07,로맨틱한 하루,2632,2,woman
25584,https://www.musinsa.com/app/styles/views/25584,//image.musinsa.com/images/style/list/2022030721583900000091766.jpg,22.03.07,트렌치코트 코디,2187,2,woman
24933,https://www.musinsa.com/app/styles/views/24933,//image.musinsa.com/images/style/list/2022012614372600000098421.jpg,22.01.26,탐나는 조합,970,2,woman
24932,https://www.musinsa.com/app/styles/views/24932,//image.musinsa.com/images/style/list/2022012614345400000093611.jpg,22.01.26,섬세한 디테일,1137,2,woman
24931,https://www.musinsa.com/app/styles/views/24931,//image.musinsa.com/images/style/list/2022012614265000000092590.jpg,22.01.26,분위기 더하기,1145,2,woman
