상품번호,코디 페이지 링크,코디 사진 링크,업로드 날짜,코디 이름,조회수,댓글수,성별
32254,https://www.musinsa.com/app/styles/views/32254,//image.musinsa.com/images/style/list/2023032711113300000010255.jpg,23.03.27,차분한 뉴트럴 톤,1883,0,woman
32247,https://www.musinsa.com/app/styles/views/32247,//image.musinsa.com/images/style/list/2023032710493100000083340.jpg,23.03.27,로맨틱 아웃핏,1588,0,woman
32089,https://www.musinsa.com/app/styles/views/32089,//image.musinsa.com/images/style/list/2023031513133500000052438.jpg,23.03.15,도회적 이미지,4688,0,woman
32088,https://www.musinsa.com/app/styles/views/32088,//image.musinsa.com/images/style/list/2023031513113300000083798.jpg,23.03.15,블루 러버,5592,0,woman
32087,https://www.musinsa.com/app/styles/views/32087,//image.musinsa.com/images/style/list/2023031513094000000017568.jpg,23.03.15,트위드의 계절,2584,0,woman
32086,https://www.musinsa.com/app/styles/views/32086,//image.musinsa.com/images/style/list/2023031513063300000098020.jpg,23.03.15,로맨틱 데이트,2527,0,woman
32078,https://www.musinsa.com/app/styles/views/32078,//image.musinsa.com/images/style/list/2023031512492200000064304.jpg,23.03.15,파스텔 컬러 코디,3059,0,woman
32077,https://www.musinsa.com/app/styles/views/32077,//image.musinsa.com/images/style/list/2023031512460600000059710.jpg,23.03.15,특별한 하루,2213,0,woman
32070,https://www.musinsa.com/app/styles/views/32070,//image.musinsa.com/images/style/list/2023031511045200000058082.jpg,23.03.16,트위드의 계절,1930,0,woman
32065,https://www.musinsa.com/app/styles/views/32065,//image.musinsa.com/images/style/list/2023031510483700000020010.jpg,23.03.16,로맨틱 분위기,2129,0,woman
32064,https://www.musinsa.com/app/styles/views/32064,//image.musinsa.com/images/style/list/2023031510453300000041914.jpg,23.03.16,워너비 코디,6409,0,woman
32005,https://www.musinsa.com/app/styles/views/32005,//image.musinsa.com/images/style/list/2023030909562000000082564.jpg,23.03.09,봄 내음 물씬,3372,0,woman
31995,https://www.musinsa.com/app/styles/views/31995,//image.musinsa.com/images/style/list/2023030909251500000083090.jpg,23.03.09,여신 분위기,1885,0,woman
31920,https://www.musinsa.com/app/styles/views/31920,//image.musinsa.com/images/style/list/2023030609531400000057266.jpg,23.03.06,데이트 코디,2796,0,woman
31877,https://www.musinsa.com/app/styles/views/31877,//image.musinsa.com/images/style/list/2023030213195400000023923.jpg,23.03.02,데이트 가는 날,2733,0,woman
31866,https://www.musinsa.com/app/styles/views/31866,//image.musinsa.com/images/style/list/2023022717480900000038247.jpg,23.03.01,봄 코디의 정석,1650,0,woman
31862,https://www.musinsa.com/app/styles/views/31862,//image.musinsa.com/images/style/list/2023022717402000000074519.jpg,23.03.01,로맨틱 캐주얼,3837,0,woman
31860,https://www.musinsa.com/app/styles/views/31860,//image.musinsa.com/images/style/list/2023022717363200000085231.jpg,23.03.01,손쉽게 멋 내기,2344,0,woman
31842,https://www.musinsa.com/app/styles/views/31842,//image.musinsa.com/images/style/list/2023022716492300000025412.jpg,23.02.27,디테일 더하기,2233,0,woman
31834,https://www.musinsa.com/app/styles/views/31834,//image.musinsa.com/images/style/list/2023022715350000000023701.jpg,23.03.01,단아한 분위기,2084,0,woman
31772,https://www.musinsa.com/app/styles/views/31772,//image.musinsa.com/images/style/list/2023022221284800000065677.jpg,23.02.23,스트라이프 포인트,1517,0,woman
31687,https://www.musinsa.com/app/styles/views/31687,//image.musinsa.com/images/style/list/2023022017452600000070940.jpg,23.02.20,트위드의 계절,3157,0,woman
31570,https://www.musinsa.com/app/styles/views/31570,//image.musinsa.com/images/style/list/2023021017514500000028728.jpg,23.02.13,여신 분위기,2525,0,woman
31559,https://www.musinsa.com/app/styles/views/31559,//image.musinsa.com/images/style/list/2023021017134100000076237.jpg,23.02.13,로맨틱한 셋업,3692,0,woman
31491,https://www.musinsa.com/app/styles/views/31491,//image.musinsa.com/images/style/list/2023020812124200000042056.jpg,23.02.08,워너비 코디,2007,0,woman
31489,https://www.musinsa.com/app/styles/views/31489,//image.musinsa.com/images/style/list/2023020812065300000042458.jpg,23.02.08,뉴트럴 조합,1777,0,woman
31395,https://www.musinsa.com/app/styles/views/31395,//image.musinsa.com/images/style/list/2023020211245000000092939.jpg,23.02.02,분위기 있게,4708,0,woman
31392,https://www.musinsa.com/app/styles/views/31392,//image.musinsa.com/images/style/list/2023020211092600000030704.jpg,23.02.02,맥시 스커트 활용법,3626,0,woman
31387,https://www.musinsa.com/app/styles/views/31387,//image.musinsa.com/images/style/list/2023020210544800000063817.jpg,23.02.02,모노 데이트 룩,2879,0,woman
31376,https://www.musinsa.com/app/styles/views/31376,//image.musinsa.com/images/style/list/2023020210480900000068886.jpg,23.02.02,따뜻한 색 조합,3543,0,woman
31312,https://www.musinsa.com/app/styles/views/31312,//image.musinsa.com/images/style/list/2023012615044500000023269.jpg,23.01.26,무드 있게,1876,0,woman
31267,https://www.musinsa.com/app/styles/views/31267,//image.musinsa.com/images/style/list/2023012513463100000091611.jpg,23.01.25,차분한 색감,1926,0,woman
31266,https://www.musinsa.com/app/styles/views/31266,//image.musinsa.com/images/style/list/2023012513443200000011496.jpg,23.01.25,데이트 가자,3120,0,woman
31230,https://www.musinsa.com/app/styles/views/31230,//image.musinsa.com/images/style/list/2023012015391100000091293.jpg,23.01.23,컬러 포인트,2134,0,woman
31199,https://www.musinsa.com/app/styles/views/31199,//image.musinsa.com/images/style/list/2023011908585000000044779.jpg,23.01.19,모던 시크,4832,0,woman
31194,https://www.musinsa.com/app/styles/views/31194,//image.musinsa.com/images/style/list/2023011908345700000011383.jpg,23.01.19,데이트 코디,3165,0,woman
